ID1575542640081,1,1.6953309084961223,6476,4196,724424,10000
ID1575542713280,1,1.6953309084961223,6145,4199,702352,10000
ID1575542785515,1,1.6953309084961223,16512,7145,788507,10000
ID1575542908955,1,1.6953309084961223,6057,4131,732950,10000
ID1575542976891,1,1.6953309084961223,6081,4160,713836,10000
ID1575543048016,1,1.6953309084961223,5660,3898,643453,10000
ID1575543106654,1,1.6953309084961223,5653,3898,669773,10000
ID1575543165456,1,1.6953309084961223,6097,4169,713780,10000
ID1575543238837,1,1.6953309084961223,6071,4178,699177,10000
ID1575543309196,1,1.6953309084961223,5704,3905,657159,10000
ID1575543368348,1,1.6953309084961223,5784,3939,649373,9000
ID1575543428174,1,1.6953309084961223,5979,4093,701091,9000
ID1575543496888,1,1.6953309084961223,5826,4011,676717,9000
ID1575543562769,1,1.6953309084961223,5669,3884,665389,9000
ID1575543624519,1,1.6953309084961223,5857,4037,695030,9000
ID1575543953507,1,1.6953309084961223,5613,3865,709418,9000
ID1575544023140,1,1.6953309084961223,6619,4566,743332,9000
ID1575544097613,1,1.6953309084961223,6090,4189,715415,9000
ID1575544168958,1,1.6953309084961223,5830,4025,544699,9000
ID1575544217249,1,1.6953309084961223,5594,3867,710057,8000
ID1575544282938,1,1.6953309084961223,6053,4163,622493,8000
ID1575544346423,1,1.6953309084961223,5945,4045,691909,8000
ID1575544416473,1,1.6953309084961223,5669,3928,701444,8000
ID1575544482054,1,1.6953309084961223,6514,4447,620314,8000
ID1575544539843,1,1.6953309084961223,6009,4121,701476,8000
ID1575544608589,1,1.6953309084961223,6414,4397,728049,8000
ID1575544678655,1,1.6953309084961223,5984,4034,686277,8000
ID1575544750115,1,1.6953309084961223,5626,3871,650514,8000
ID1575544810078,1,1.6953309084961223,5665,3889,705508,8000
ID1575544876460,1,1.6953309084961223,6638,4603,665967,7000
ID1575544950806,1,1.6953309084961223,15326,4220,752131,7000
ID1575545079806,1,1.6953309084961223,5607,3871,611641,7000
ID1575545137377,1,1.6953309084961223,6490,4479,702061,7000
ID1575545208146,1,1.6953309084961223,5979,4078,654792,7000
ID1575545275020,1,1.6953309084961223,5816,4014,671908,7000
ID1575545339869,1,1.6953309084961223,6043,4173,646471,7000
ID1575545402540,1,1.6953309084961223,5581,3869,610552,7000
ID1575545457472,1,1.6953309084961223,5995,4125,661540,7000
ID1575545520601,1,1.6953309084961223,6352,4365,660166,7000
ID1575545592314,1,1.6953309084961223,6419,4445,627562,6000
ID1575545650963,1,1.6953309084961223,6265,4328,635024,6000
ID1575545709319,1,1.6953309084961223,6254,4325,608908,6000
ID1575545766104,1,1.6953309084961223,6317,4342,603204,6000
ID1575545826343,1,1.6953309084961223,5715,3941,593557,6000
ID1575545878000,1,1.6953309084961223,8775,6042,732125,6000
ID1575545969128,1,1.6953309084961223,6502,4461,550122,6000
ID1575546021360,1,1.6953309084961223,6249,4297,611340,6000
