ID1575465156740,1,1.6953309084961223,5735,3966,713338
ID1575465245261,1,1.6953309084961223,6039,4144,762053
ID1575465339879,1,1.6953309084961223,5603,3854,705425
ID1575465427433,1,1.6953309084961223,5800,3938,754485
ID1575465522019,1,1.6953309084961223,5683,3899,684885
ID1575465607063,1,1.6953309084961223,5856,3997,722679
ID1575465693394,1,1.6953309084961223,6087,4151,738460
ID1575465775455,1,1.6953309084961223,5865,4035,697703
ID1575465856036,1,1.6953309084961223,6039,4131,726461
ID1575465944558,1,1.6953309084961223,5700,3902,677647
ID1575466024727,1,1.6953309084961223,5742,3942,728007
ID1575466097925,1,1.6953309084961223,5875,4072,593376
ID1575466160618,1,1.6953309084961223,5896,4044,655339
ID1575466231896,1,1.6953309084961223,5604,3843,672810
ID1575466304549,1,1.6953309084961223,5661,3899,729200
ID1575466383113,1,1.6953309084961223,5649,3896,727895
ID1575466458163,1,1.6953309084961223,5822,3995,683811
ID1575466532686,1,1.6953309084961223,5612,3877,690917
ID1575466601889,1,1.6953309084961223,5708,3921,730107
ID1575466678583,1,1.6953309084961223,5627,3858,639537
ID1575466740826,1,1.6953309084961223,5879,4043,677206
ID1575466809079,1,1.6953309084961223,6095,4132,678663
ID1575466877527,1,1.6953309084961223,5650,3882,668636
ID1575466942284,1,1.6953309084961223,5590,3873,616443
ID1575466999535,1,1.6953309084961223,5851,4055,719709
ID1575467067408,1,1.6953309084961223,5689,3949,528506
ID1575467114714,1,1.6953309084961223,6200,4284,524157
ID1575467159845,1,1.6953309084961223,5754,3953,562252
ID1575467205177,1,1.6953309084961223,8604,5971,700936
ID1575467277340,1,1.6953309084961223,5976,4132,564835
ID1575467327253,2,1.4945551058756452,5948,4018,744172
ID1575467422785,2,1.4945551058756452,5698,3821,711465
ID1575467514897,2,1.4945551058756452,6068,4092,681097
ID1575467611012,2,1.4945551058756452,5690,3851,683706
ID1575467704022,2,1.4945551058756452,5627,3818,669105
ID1575467791924,2,1.4945551058756452,5655,3875,651483
ID1575467869495,2,1.4945551058756452,6108,4134,712836
ID1575467959835,2,1.4945551058756452,5685,3840,707394
ID1575468047012,2,1.4945551058756452,6281,4217,736903
ID1575468140362,2,1.4945551058756452,5842,3875,678348
ID1575468224748,2,1.4945551058756452,6101,4147,743693
