ID1575434190714,1,1.6953309084961223,5903,4057,743186
ID1575434285975,1,1.6953309084961223,5884,4055,723582
ID1575434393446,1,1.6953309084961223,6035,4151,740768
ID1575434497052,1,1.6953309084961223,6388,4270,760837
ID1575434604338,1,1.6953309084961223,5699,3923,703688
ID1575434702126,1,1.6953309084961223,6090,4161,727671
ID1575434798339,1,1.6953309084961223,5642,3908,666176
ID1575434893798,1,1.6953309084961223,5586,3887,725657
ID1575434997258,1,1.6953309084961223,5593,3867,708877
ID1575435098082,1,1.6953309084961223,5595,3860,714928
ID1575435194868,2,1.4945551058756452,5649,3853,665022
ID1575435289148,2,1.4945551058756452,6172,4157,687563
ID1575435387409,2,1.4945551058756452,5681,3875,618082
ID1575435471654,2,1.4945551058756452,5723,3864,686645
ID1575435567647,2,1.4945551058756452,5857,3843,683785
ID1575435662822,2,1.4945551058756452,5708,3843,717658
ID1575435759689,2,1.4945551058756452,5713,3839,697798
ID1575435850851,2,1.4945551058756452,5662,3829,650238
ID1575435942875,2,1.4945551058756452,6066,4129,736568
ID1575436045064,2,1.4945551058756452,6007,3851,706432
ID1575436141870,3,1.4525988183135625,6224,4231,688383
ID1575436239905,3,1.4525988183135625,5655,3861,648938
ID1575436326545,3,1.4525988183135625,5699,3885,661583
ID1575436414480,3,1.4525988183135625,5910,4006,684628
ID1575436503775,3,1.4525988183135625,5666,3872,661036
ID1575436594928,3,1.4525988183135625,5765,3851,673768
ID1575436687105,3,1.4525988183135625,5978,4035,685281
ID1575436784167,3,1.4525988183135625,5658,3845,628872
ID1575436873491,3,1.4525988183135625,5773,3923,684205
ID1575436970774,3,1.4525988183135625,5731,3893,672922
ID1575437063751,4,1.4188597493808532,5755,3845,661354
ID1575437151312,4,1.4188597493808532,5755,3814,672114
ID1575437244291,4,1.4188597493808532,5846,3835,672622
ID1575437338465,4,1.4188597493808532,5806,3878,685845
ID1575437430231,4,1.4188597493808532,7797,5194,682479
ID1575437539041,4,1.4188597493808532,5984,4001,683542
ID1575437632367,4,1.4188597493808532,7966,4972,722194
ID1575437741516,4,1.4188597493808532,5826,3887,667808
ID1575437837551,4,1.4188597493808532,7298,4901,686580
ID1575437943403,4,1.4188597493808532,6088,4050,639742
ID1575438034833,5,1.3938976552295648,5772,3879,640412
ID1575438127335,5,1.3938976552295648,6289,4161,694930
ID1575438229221,5,1.3938976552295648,5744,3865,637195
ID1575438319429,5,1.3938976552295648,6470,4379,677080
ID1575438418682,5,1.3938976552295648,6231,4135,669280
ID1575438512742,5,1.3938976552295648,6201,4148,644990
ID1575438606062,5,1.3938976552295648,5710,3851,666108
ID1575438701386,5,1.3938976552295648,5800,3861,565312
ID1575438790450,5,1.3938976552295648,5880,3846,652329
ID1575438887040,5,1.3938976552295648,6208,4155,649466
ID1575438985221,6,1.3713328878777382,6238,4146,655682
ID1575439077976,6,1.3713328878777382,5914,3931,657163
ID1575439176994,6,1.3713328878777382,5796,3886,647296
ID1575439270028,6,1.3713328878777382,6203,3945,667393
ID1575439368365,6,1.3713328878777382,6149,4089,695615
ID1575439468779,6,1.3713328878777382,5766,3877,679454
ID1575439567050,6,1.3713328878777382,5755,3852,668035
ID1575439665244,6,1.3713328878777382,5983,3987,676109
ID1575439768730,6,1.3713328878777382,6093,4063,671850
ID1575439871837,6,1.3713328878777382,6123,4095,630379
ID1575439971616,8,1.3393631018733518,5769,3841,633432
ID1575440063793,8,1.3393631018733518,5789,3843,575664
ID1575440155064,8,1.3393631018733518,5659,3831,640099
ID1575440249443,8,1.3393631018733518,9346,5519,694658
ID1575440379160,8,1.3393631018733518,8289,3975,710292
ID1575440507875,8,1.3393631018733518,6086,4001,661067
ID1575440606324,8,1.3393631018733518,5879,3897,646373
ID1575440703879,8,1.3393631018733518,5744,3835,686144
ID1575440802447,8,1.3393631018733518,5879,3899,714792
ID1575440905785,8,1.3393631018733518,5861,3903,661001
ID1575441001881,9,1.3161433758139238,5805,3871,653188
ID1575441098243,9,1.3161433758139238,5847,3890,646498
ID1575441192317,9,1.3161433758139238,6410,4199,658751
ID1575441292357,9,1.3161433758139238,5806,3875,673412
ID1575441387382,9,1.3161433758139238,5814,3858,670406
ID1575441478713,9,1.3161433758139238,6347,4155,637431
ID1575441576453,9,1.3161433758139238,5866,3897,662781
ID1575441671657,9,1.3161433758139238,5826,3851,668332
ID1575441771667,9,1.3161433758139238,5815,3853,649913
ID1575441868993,9,1.3161433758139238,5797,3817,663661
