ID1576074433712,1,1.58,6261,3803,781689,20000
ID1576074534686,1,1.58,6251,3791,769640,20000
ID1576074636594,1,1.58,6225,3799,774754,20000
ID1576074734688,1,1.58,6202,3805,772451,20000
ID1576074824808,1,1.58,6241,3803,775053,20000
ID1576074919468,1,1.58,6640,4060,790753,20000
ID1576075023619,1,1.58,6281,3824,779942,20000
ID1576075123051,1,1.58,6222,3805,774541,20000
ID1576075219463,1,1.58,6233,3807,775051,20000
ID1576075317245,1,1.58,6266,3813,778449,20000
ID1576075414234,1,1.58,6253,3793,778027,20000
ID1576075506449,1,1.58,6268,3809,779039,20000
ID1576075602212,1,1.58,6238,3787,775407,20000
ID1576075699249,1,1.58,6226,3799,769283,20000
ID1576075797885,1,1.58,6243,3801,768912,20000
ID1576075893172,1,1.58,6266,3823,775358,20000
ID1576075992008,1,1.58,6225,3809,774076,20000
ID1576076092061,1,1.58,6296,3825,775725,20000
ID1576076187474,1,1.58,6201,3803,772367,20000
ID1576076293517,1,1.58,6273,3811,779696,20000
ID1576076398808,1,1.58,6235,3815,767989,20000
ID1576076503047,1,1.58,6218,3801,775832,20000
ID1576076609488,1,1.58,6218,3804,777078,20000
ID1576076716818,1,1.58,6225,3791,767146,20000
ID1576076824435,1,1.58,6271,3797,775386,20000
ID1576076931301,1,1.58,6246,3811,774871,20000
ID1576077033952,1,1.58,6277,3799,775929,20000
ID1576077134846,1,1.58,6234,3805,775150,20000
ID1576077235979,1,1.58,6237,3796,776561,20000
ID1576077337903,1,1.58,6266,3812,778153,20000
ID1576077439084,1,1.58,6257,3799,775709,20000
ID1576077546306,1,1.58,6240,3811,776096,20000
ID1576077653631,1,1.58,6264,3815,780794,20000
ID1576077757036,1,1.58,6257,3800,779232,20000
ID1576077862203,1,1.58,6285,3821,778160,20000
ID1576077962480,1,1.58,6244,3814,775556,20000
ID1576078062154,1,1.58,6286,3817,779355,20000
ID1576078161530,1,1.58,6216,3799,772729,20000
ID1576078266647,1,1.58,6264,3805,776939,20000
ID1576078366790,1,1.58,6253,3793,779025,20000
ID1576078475897,1,1.58,6259,3801,773050,20000
ID1576078599457,1,1.58,6273,3795,780653,20000
