ID1575389872035,非分割,1.695330908,5663,3907,713104,,
ID1575389958930,1,1.695330908,6632,4583,686939,,このシミュレーション結果は，分割した領域ごとのフラクタル次元の平均値を
ID1575390044968,1,1.695330908,6582,4549,779023,,L-systemの分岐パラメータの変曲点として与えたときに得たものである
ID1575390137066,1,1.695330908,6561,4507,780139,,
ID1575390229098,1,1.695330908,6117,4205,731633,,
ID1575390319952,1,1.695330908,5871,4031,656359,,
ID1575390392859,1,1.695330908,6771,4636,764247,,
ID1575390481841,1,1.695330908,5980,4053,723754,,
ID1575390559068,1,1.695330908,5741,3903,680904,,
ID1575390629590,1,1.695330908,5626,3887,708611,,
ID1575390710199,1,1.695330908,5985,4135,720397,,
ID1575390790054,1,1.695330908,5932,4125,730202,,
ID1575390880027,1,1.695330908,5765,3973,684008,,
ID1575390957566,1,1.695330908,5947,4095,743034,,
ID1575391043286,1,1.695330908,5611,3859,719494,,
ID1575391121945,1,1.695330908,6117,4192,736378,,
ID1575391213442,1,1.695330908,5974,4107,745094,,
ID1575391304225,1,1.695330908,5966,4042,744645,,
ID1575391391899,1,1.695330908,5586,3878,665231,,
ID1575391466923,1,1.695330908,5967,4042,660001,,
ID1575391545406,1,1.695330908,5601,3841,666332,,
ID1575391623155,1,1.695330908,5682,3901,718461,,
ID1575391709722,1,1.695330908,6114,4108,718739,,
ID1575391801003,1,1.695330908,6499,4487,770676,,
ID1575391896538,1,1.695330908,5718,3849,680493,,
ID1575391977101,1,1.695330908,5586,3847,712078,,
ID1575392067209,1,1.695330908,5700,3876,726710,,
ID1575392151049,1,1.695330908,5961,4113,713709,,
ID1575392235607,1,1.695330908,6001,3990,661560,,
ID1575392315039,1,1.695330908,5917,4055,714797,,
ID1575392399642,1,1.695330908,5684,3839,715126,,
ID1575392482459,1,1.695330908,6307,4337,768879,,
ID1575392575859,1,1.695330908,5851,4022,720328,,
ID1575392662420,1,1.695330908,5623,3873,660277,,
ID1575392737275,1,1.695330908,5593,3887,733363,,
ID1575392820783,1,1.695330908,6402,4443,755561,,
ID1575392917954,1,1.695330908,5685,3907,707620,,
ID1575393002240,1,1.695330908,6278,4310,760195,,
ID1575393095441,1,1.695330908,5903,4081,726624,,
ID1575393182778,1,1.695330908,5931,4043,735076,,
ID1575393269469,2*2,1.494555106,5638,3835,688760,,
ID1575393349242,2,1.494555106,5697,3845,596560,,
ID1575393420915,2,1.494555106,5678,3896,664114,,
ID1575393499296,2,1.494555106,5699,3867,633884,,
ID1575393573694,2,1.494555106,5724,3872,702929,,
ID1575393652637,2,1.494555106,5894,3922,734491,,
ID1575393739222,2,1.494555106,5997,4086,661037,,
ID1575393816563,2,1.494555106,5984,4076,649680,,
ID1575393897176,2,1.494555106,5636,3839,724466,,
ID1575393981274,2,1.494555106,6244,4223,732778,,
ID1575394069824,2,1.494555106,5655,3823,675616,,
ID1575394148834,2,1.494555106,5657,3871,687889,,
ID1575394226706,2,1.494555106,5717,3856,667372,,
ID1575394306591,2,1.494555106,6087,4133,664933,,
ID1575394386643,2,1.494555106,5815,3933,694142,,
ID1575394464817,2,1.494555106,5663,3849,695253,,
ID1575394547076,2,1.494555106,5721,3862,639143,,
ID1575394624489,2,1.494555106,6126,4163,672934,,
ID1575394710870,2,1.494555106,5986,4051,670010,,
ID1575394785930,2,1.494555106,5608,3855,714145,,
ID1575394869997,2,1.494555106,5802,3953,691572,,
ID1575394955721,2,1.494555106,5665,3825,659218,,
ID1575395033731,2,1.494555106,5640,3841,644420,,
ID1575395108610,2,1.494555106,5642,3853,650829,,
ID1575395186189,2,1.494555106,5660,3855,705133,,
ID1575395266520,2,1.494555106,5696,3863,649115,,
ID1575395342074,2,1.494555106,5633,3861,680882,,
ID1575395422860,2,1.494555106,5623,3841,692767,,
ID1575395500874,2,1.494555106,5701,3846,635121,,
ID1575395574659,2,1.494555106,6014,4087,659112,,
ID1575395654317,2,1.494555106,5958,4038,708645,,
ID1575395737848,2,1.494555106,5745,3849,656462,,
ID1575395815892,2,1.494555106,5776,3883,686748,,
ID1575395894660,2,1.494555106,5661,3830,677177,,
ID1575395976738,2,1.494555106,5734,3871,703049,,
ID1575396060235,2,1.494555106,5929,4003,661979,,
ID1575396143639,2,1.494555106,5635,3884,681111,,
ID1575396223563,2,1.494555106,5606,3821,703647,,
ID1575396302154,2,1.494555106,5981,4027,697140,,
ID1575396382530,2,1.494555106,5846,3862,656128,,
ID1575396457640,3*3,1.452598818,5666,3841,668406,,
ID1575396535455,3,1.452598818,5584,3827,682554,,
ID1575396612160,3,1.452598818,5758,3959,679291,,
ID1575396689630,3,1.452598818,5649,3843,684957,,
ID1575396768640,3,1.452598818,5625,3849,678274,,
ID1575396847609,3,1.452598818,6027,4103,687438,,
ID1575396930925,3,1.452598818,5720,3893,671882,,
ID1575397010357,3,1.452598818,5686,3865,697291,,
ID1575397087433,3,1.452598818,5975,4017,651217,,
ID1575397168437,3,1.452598818,5656,3833,658285,,
ID1575397245342,3,1.452598818,5671,3850,660988,,
ID1575397319229,3,1.452598818,5993,4096,680350,,
ID1575397398351,3,1.452598818,5642,3859,648730,,
ID1575397475821,3,1.452598818,5682,3863,667507,,
ID1575397553445,3,1.452598818,5617,3827,663390,,
ID1575397629667,3,1.452598818,5683,3845,672928,,
ID1575397705325,3,1.452598818,5779,3867,666240,,
ID1575397781884,3,1.452598818,5647,3829,684908,,
ID1575397861431,3,1.452598818,5928,4003,680573,,
ID1575397942316,3,1.452598818,5971,4051,675236,,
ID1575398022760,3,1.452598818,5713,3873,647725,,
ID1575398100030,3,1.452598818,5652,3839,655251,,
ID1575398176755,3,1.452598818,5811,3906,707290,,
ID1575398257686,3,1.452598818,5600,3826,653499,,
ID1575398328992,3,1.452598818,5675,3849,656355,,
ID1575398405516,3,1.452598818,5691,3858,653882,,
ID1575398482433,3,1.452598818,5641,3847,670097,,
ID1575398563060,3,1.452598818,5651,3863,657367,,
ID1575398638211,3,1.452598818,5709,3861,655946,,
ID1575398710795,3,1.452598818,5627,3845,659641,,
ID1575398786458,3,1.452598818,5963,4060,658878,,
ID1575398865435,3,1.452598818,5716,3873,658829,,
ID1575398942467,3,1.452598818,5759,3920,685675,,
ID1575399022548,3,1.452598818,6289,4075,671469,,
ID1575399102037,3,1.452598818,5674,3860,663724,,
ID1575399181410,3,1.452598818,6128,4144,645704,,
ID1575399262116,3,1.452598818,5632,3859,667235,,
ID1575399340972,3,1.452598818,5648,3841,672806,,
ID1575399421284,3,1.452598818,5746,3860,686750,,
ID1575399499184,3,1.452598818,5937,4027,691155,,
ID1575399575672,4*4,1.418859749,7783,5187,696168,,
ID1575399676800,4,1.418859749,6153,4059,688175,,
ID1575399760462,4,1.418859749,7039,4010,675432,,
ID1575399847704,4,1.418859749,5744,3853,663687,,
ID1575399930737,4,1.418859749,7292,4912,703225,,
ID1575400022431,4,1.418859749,5731,3849,670270,,
ID1575400104343,4,1.418859749,6176,4155,711570,,
ID1575400191778,4,1.418859749,6530,4359,654150,,
ID1575400277672,4,1.418859749,5750,3842,583906,,
ID1575400348588,4,1.418859749,5805,3855,648223,,
ID1575400425224,4,1.418859749,5848,3871,660635,,
ID1575400505324,4,1.418859749,5944,3946,716619,,
ID1575400588226,4,1.418859749,6427,4409,699541,,
ID1575400680867,4,1.418859749,6198,4135,708986,,
ID1575400764455,4,1.418859749,6207,4155,654218,,
ID1575400842952,4,1.418859749,6486,4347,685476,,
ID1575400927394,4,1.418859749,6111,4102,547449,,
ID1575401002008,4,1.418859749,6197,4159,679970,,
ID1575401088840,4,1.418859749,7333,4945,742450,,
ID1575401188270,4,1.418859749,6294,4190,704926,,
ID1575401279493,4,1.418859749,6178,3867,604713,,
ID1575401364711,4,1.418859749,6046,4066,693057,,
ID1575401450870,4,1.418859749,6321,4289,684012,,
ID1575401539220,4,1.418859749,6499,4359,672394,,
ID1575401626286,4,1.418859749,6808,4531,703031,,
ID1575401721506,4,1.418859749,7303,4865,704144,,
ID1575401820505,4,1.418859749,8328,5621,719988,,
ID1575401922287,4,1.418859749,6009,4046,729020,,
ID1575402013109,4,1.418859749,6221,4159,685278,,
ID1575402095666,4,1.418859749,6555,4140,704405,,
ID1575402183476,4,1.418859749,6555,4349,733160,,
ID1575402272727,4,1.418859749,6093,4063,669918,,
ID1575402354775,4,1.418859749,6202,4102,695442,,
ID1575402436112,4,1.418859749,5787,3857,688223,,
ID1575402515498,4,1.418859749,6166,4161,679963,,
ID1575402598820,4,1.418859749,6335,4179,675850,,
ID1575402678019,4,1.418859749,5761,3837,670423,,
ID1575402755743,4,1.418859749,5744,3852,653968,,
ID1575402829755,4,1.418859749,7083,4014,703488,,
