ID1575860381776,1,5000,6387,4392,545876,
ID1575860426276,1,5000,6114,4196,570944,1000
ID1575860470131,1,5000,6069,4220,558372,2000
ID1575860514237,1,5000,7368,5084,600704,3000
ID1575860567457,1,5000,5778,3957,522645,4000
ID1575860608035,1,5000,7841,5453,630048,5000
ID1575860671701,1,5000,7260,5030,527468,
ID1575860717929,1,5000,6257,4322,544543,
ID1575860766213,1,5000,6270,4305,544221,
ID1575860811242,1,5000,6153,4287,537631,
ID1575860857742,1,5000,5706,3968,507743,
ID1575860898517,1,5000,6039,4189,545170,
ID1575860945828,1,5000,6324,4397,540985,
ID1575860994648,1,5000,6854,4745,542844,
ID1575861044500,1,5000,6220,4314,523627,
ID1575861090682,1,5000,6255,4367,522128,
ID1575861133394,1,5000,6342,4380,591810,
ID1575861183714,1,5000,5891,4103,545388,
ID1575861231286,1,5000,6734,4665,564417,
ID1575861289745,1,5000,5709,3939,523061,
ID1575861335409,1,5000,7021,4897,563714,
ID1575861400715,1,5000,6835,4723,600816,
ID1575861454703,1,5000,6319,4391,535193,
ID1575861506111,1,5000,6141,4223,521401,
ID1575861551260,1,5000,6180,4293,513961,
ID1575861597294,1,5000,5621,3907,519359,
ID1575861642597,1,5000,5981,4175,541946,
ID1575861691373,1,5000,6088,4219,583642,
ID1575861740816,1,5000,6254,4308,575500,
ID1575861795460,1,5000,7420,5131,576022,
ID1575861853870,1,5000,6525,4552,557941,
ID1575861908023,1,5000,6482,4545,578607,
ID1575861966446,1,5000,6102,4219,518228,
ID1575862017212,1,5000,5886,4107,553933,
ID1575862064366,1,5000,7975,5537,652424,
ID1575862128696,1,5000,6123,4241,555449,
ID1575862179699,1,5000,7015,4858,573563,
ID1575862242253,1,5000,6628,4589,527152,
ID1575862299430,1,5000,7313,5069,610852,
ID1575862366425,1,5000,6085,4209,526135,
ID1575862417604,1,5000,7035,4892,566955,
ID1575862476124,1,5000,6841,4735,601175,
ID1575862538587,1,5000,6158,4247,511728,
ID1575862587366,1,5000,7012,4826,601987,
ID1575862651962,1,5000,6574,4575,516237,
ID1575862706753,1,5000,6182,4253,550648,
ID1575862755048,1,5000,8113,5594,650956,
ID1575862823940,1,5000,16201,4266,611594,
ID1575862903338,1,5000,6291,4399,575907,
ID1575862958331,1,5000,7005,4869,613808,
ID1575863021168,1,4000,6266,4309,479300,
ID1575863062106,1,4000,7082,4886,494271,
ID1575863107492,1,4000,6476,4505,487355,
