ID1577094573522,1,1.58,6167,3803,682310,20000
ID1577094662192,1,1.58,6162,3792,679712,20000
ID1577094763257,1,1.58,6218,3827,679674,20000
ID1577094859307,1,1.58,6224,3821,684696,20000
ID1577094949986,1,1.58,6191,3808,682325,20000
ID1577095038164,1,1.58,6199,3809,683509,20000
ID1577095129844,1,1.58,6173,3801,685037,20000
ID1577095229092,1,1.58,6182,3837,685761,20000
ID1577095318757,1,1.58,6201,3807,685776,20000
ID1577095409384,1,1.58,6186,3807,685009,20000
ID1577095500957,1,1.58,6198,3805,685834,20000
ID1577095591848,1,1.58,6141,3811,677774,20000
ID1577095682311,1,1.58,6185,3818,682707,20000
ID1577095776163,1,1.58,6213,3799,680077,20000
ID1577095865974,1,1.58,6235,3825,683735,20000
ID1577095956575,1,1.58,6161,3801,683382,20000
ID1577096044428,1,1.58,6163,3795,685790,20000
ID1577096140408,1,1.58,6193,3815,684033,20000
ID1577096225875,1,1.58,6208,3819,683874,20000
ID1577096314266,1,1.58,6217,3819,685385,20000
ID1577096405295,1,1.58,6229,3829,687414,20000
ID1577096499805,1,1.58,6171,3805,682381,20000
ID1577096590416,1,1.58,6215,3803,686363,20000
ID1577096691963,1,1.58,6145,3798,683538,20000
ID1577096773598,1,1.58,6189,3817,685559,20000
ID1577096859790,1,1.58,6214,3805,683540,20000
ID1577096938900,1,1.58,6243,3805,683281,20000
ID1577097023511,1,1.58,6194,3803,676274,20000
ID1577097107641,1,1.58,6227,3813,687621,20000
ID1577097192117,1,1.58,6191,3803,685190,20000
ID1577097274115,1,1.58,6166,3795,684136,20000
ID1577097360661,1,1.58,6176,3795,684027,20000
ID1577097446690,1,1.58,6159,3793,683193,20000
ID1577097530722,1,1.58,6210,3817,682671,20000
ID1577097617442,1,1.58,6174,3803,684573,20000
ID1577097708979,1,1.58,6261,3809,685629,20000
ID1577097797428,1,1.58,6169,3795,681741,20000
ID1577097884292,1,1.58,6184,3838,684681,20000
ID1577097971487,1,1.58,6180,3805,684990,20000
ID1577098054210,1,1.58,6157,3795,685418,20000
ID1577098142956,1,1.58,6185,3803,684798,20000
ID1577098229352,1,1.58,6168,3797,683327,20000
ID1577098312052,1,1.58,6185,3799,682299,20000
ID1577098396873,1,1.58,6165,3799,679249,20000
ID1577098482302,1,1.58,6247,3835,687055,20000
